model, model_parameter, features, r_2, database_size, coeffs, features_ranking
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'],0.596207515224,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'SSIM'],0.711995504946,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['Aggregate_vmaf'| 'SSIM'],0.564857339868,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['Aggregate_vmaf'],0.49143852675,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'],0.690797801427,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['SSIM'],0.565391016954,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['MS_SSIM'],0.53272048234,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'],0.0126491988522,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockloss'],-0.00381752188949,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blur'],0.0559292578561,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['exposure'],-0.67220653687,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['contrast'],-0.500177580402,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['brightness'],-0.010140727427,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.133242243892,(686| 131),,[]
SVR,(C=30| cache_size=200| coef0=0.0| degree=3| epsilon=0.5|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.131518814778,(686| 131),,[]
