model, model_parameter, features, r_2, database_size, coeffs, features_ranking
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'],0.568930745959,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'SSIM'],0.580210202368,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['Aggregate_vmaf'| 'SSIM'],0.579502839951,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['Aggregate_vmaf'],0.566400041608,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'],0.574649835598,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['SSIM'],0.259809995824,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['MS_SSIM'],0.171929070202,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'],0.0117960254135,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockloss'],0.156146013875,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blur'],-0.0458838896351,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['exposure'],-0.0740218744479,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['contrast'],0.0757787599127,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['brightness'],-0.0282604008358,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.0563184732211,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.0551339334724,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.0900421726264,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.0906766826589,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.0885636580563,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'],0.631390862745,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'duration'],0.652695632332,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'duration'| 'one_res'],0.669963036051,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'duration'| 'one_res'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.708212477566,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'brightness'],0.657019212992,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'brightness'| 'exposure'],0.412645681326,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blur'| 'blockloss'],0.593593955328,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'brightness'| 'one_res'],0.668578386249,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'brightness'| 'exposure'| 'one_res'],0.450233604508,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blur'| 'blockloss'| 'one_res'],0.61031791031,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'brightness'| 'blockiness'| 'blockloss'| 'blur'| 'one_res'],0.631420407484,(686| 131),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.4|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'brightness'| 'blockiness'| 'blockloss'| 'blur'],0.621982024353,(686| 131),,[]
MLPRegressor,(activation='relu'| alpha=0.0001| batch_size='auto'| beta_1=0.9|beta_2=0.999| early_stopping=False| epsilon=1e-08|hidden_layer_sizes=(13| 13)| learning_rate='constant'|learning_rate_init=0.001| max_iter=5000| momentum=0.9|n_iter_no_change=10| nesterovs_momentum=True| power_t=0.5|random_state=None| shuffle=True| solver='adam'| tol=0.0001|validation_fraction=0.1| verbose=False| warm_start=False),['PSNR'| 'Aggregate_vmaf'],0.576685282771,(686| 131),,[]
MLPRegressor,(activation='relu'| alpha=0.0001| batch_size='auto'| beta_1=0.9|beta_2=0.999| early_stopping=False| epsilon=1e-08|hidden_layer_sizes=(13| 13)| learning_rate='constant'|learning_rate_init=0.001| max_iter=5000| momentum=0.9|n_iter_no_change=10| nesterovs_momentum=True| power_t=0.5|random_state=None| shuffle=True| solver='adam'| tol=0.0001|validation_fraction=0.1| verbose=False| warm_start=False),['PSNR'| 'SSIM'],0.513575711756,(686| 131),,[]
