model, model_parameter, features, r_2, database_size, coeffs, features_ranking
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'],0.54942452323,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'SSIM'],0.436949557154,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['Aggregate_vmaf'| 'SSIM'],0.641961219933,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['Aggregate_vmaf'],0.631530494237,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'],0.433673217572,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['SSIM'],0.389937526067,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['MS_SSIM'],0.299266840034,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'],0.0181696116604,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockloss'],-0.0536218665122,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blur'],0.0574021044534,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['exposure'],0.016277316175,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['contrast'],-0.0339193219139,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['brightness'],-0.014699997245,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.233599130488,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.227799356224,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.234454207791,(657| 160),,[]
SVR,(C=0.7| cache_size=200| coef0=0.0| degree=3| epsilon=0.3|  gamma='auto_deprecated'| kernel='rbf'| max_iter=-1| shrinking=True|  tol=0.001| verbose=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.240845942758,(657| 160),,[]
