Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps
AirShow_HuangBufferBasedAdaptor_Trace_0, ---, 1920x1080, 420, 72.4637661923, 0.533269472412, 42.3637513882, 0.990476621622, 0.990502837838, 815, 0.685910257669, 20.8689732883, 0,0.00242588957055, 8.43952646626, 6.34852147239, 7.54955349693, 0, 0,132.824539877, 22.2037142209, 0.000107435582822 ,0.29218404908, 2.54599877301, -0.783979312883,  , 30
AirShow_HuangBufferBasedAdaptor_Trace_1, ---, 1920x1080, 420, 71.1734447112, 0.465335047591, 42.046040898, 0.989814045455, 0.990021814496, 815, 0.682100625767, 20.8504521718, 0,0.00365170552147, 8.00587211043, 6.36114478528, 7.54725553374, 0, 0,132.868711656, 22.215667362, 0.000103533742331 ,0.299435582822, 2.5998601227, -0.784788809816,  , 30
AirShow_HuangBufferBasedAdaptor_Trace_2, ---, 1920x1080, 420, 67.4716761035, 0.36715448586, 41.0345676486, 0.989015481572, 0.989318608108, 815, 0.675962478528, 20.3078193742, 0,0.0037142208589, 10.0637159387, 6.75896564417, 7.51485472393, 0, 0,132.754601227, 22.2038500123, 0.000105803680982 ,0.27717791411, 2.39193006135, -0.784624588957,  , 30
AirShow_HuangBufferBasedAdaptor_Trace_3, ---, 1920x1080, 420, 72.6789577809, 0.644216828286, 42.2728707715, 0.990500052826, 0.990565857494, 815, 0.674284809816, 21.0554370184, 0,0.00312249079755, 8.73545146012, 6.27826380368, 7.5640158773, 0, 0,132.807361963, 22.2125451288, 0.000108858895706 ,0.292564417178, 2.46295705521, -0.785035582822,  , 30
AirShow_HuangBufferBasedAdaptor_Trace_4, ---, 1920x1080, 420, 57.8476467032, -0.339019989247, 39.4165187727, 0.987051757985, 0.987575030713, 896, 0.718654542411, 18.3624761607, 0,0.00479453125, 14.1411032143, 7.48875892857, 6.79734572545, 0, 0,133.935267857, 22.9191770647, 8.84040178571e-05 ,0.264810267857, 2.414515625, -0.788648727679,  , 30
AirShow_HuangBufferBasedAdaptor_Trace_5, ---, 1920x1080, 420, 80.3973018117, 0.881460310391, 44.0743761646, 0.991876576167, 0.991858670762, 815, 0.66210204908, 22.1118306135, 0,0.00175749693252, 4.83356712883, 5.62020245399, 7.63577536196, 0, 0,132.786503067, 22.2554145767, 0.000112858895706 ,0.29218404908, 2.60434846626, -0.78421192638,  , 30
AirShow_HuangBufferBasedAdaptor_Trace_6, ---, 1920x1080, 420, 56.9732715144, -0.0304610193669, 39.2860310233, 0.986763830467, 0.987320128993, 815, 0.71137391411, 18.4174343681, 0,0.00531575460123, 14.2156441472, 7.71007239264, 7.38375719018, 0, 0,132.982822086, 22.1444597669, 9.18773006135e-05 ,0.27717791411, 2.35629325153, -0.785298920245,  , 30
AirShow_OracleVMAFViterbiQualityBasedAdaptor_Trace_0, ---, 1920x1080, 420, 82.4880027997, 1.04886489512, 44.0570634189, 0.992991206388, 0.992676970516, 815, 0.677687693252, 22.6596161963, 0,0.0020103803681, 3.92361958282, 5.31690674847, 7.65683115337, 0, 0,132.705521472, 22.2560983681, 0.000119717791411 ,0.292957055215, 2.38803558282, -0.78340209816,  , 30
AirShow_OracleVMAFViterbiQualityBasedAdaptor_Trace_1, ---, 1920x1080, 420, 77.8437266472, 0.862080963023, 42.8398846916, 0.992048060197, 0.991820538084, 815, 0.687874613497, 22.0422159018, 0,0.00312995092025, 5.42927250307, 5.75248588957, 7.61999655215, 0, 0,132.666257669, 22.2361036074, 0.000120785276074 ,0.292957055215, 2.09331411043, -0.784957386503,  , 30
AirShow_OracleVMAFViterbiQualityBasedAdaptor_Trace_2, ---, 1920x1080, 420, 73.7476092608, 0.474170159023, 41.9475888256, 0.99067980344, 0.990694256757, 815, 0.691630208589, 21.6443389448, 0,0.00333319018405, 6.68404906748, 6.05632269939, 7.58799925153, 0, 0,132.696932515, 22.2135969448, 0.000113595092025 ,0.308110429448, 2.1493607362, -0.785166588957,  , 30
