Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps
foreman_plr10_8022, foreman_, 352x288,  I420, 65.6553872132, 0.846069575, 27.474870, 0.907226, 0.907596, 298, 0.805494295302, 91.7074213758, 0,0, 9.25167785235, 3.57903020134, 16.2971347315, 0, 0,143.073825503, 51.2480088926, 0.00450238255034 ,0.48211409396, 5.7980738255, -0.794596946309, #DIV/0!, 30
foreman_plr5_4109, foreman_, 352x288,  I420, 78.0901453221, 1.4513662, 31.293216, 0.944837, 0.950090, 298, 0.851135268456, 91.2594774161, 0,0, 2.14093959732, 3.66404362416, 15.0242605034, 0, 0,141.979865772, 51.7526386242, 0.00363124161074 ,0.48744966443, 5.59041946309, -0.797756275168, #DIV/0!, 30
foreman, foreman_, 352x288,  I420, 99.9133664452, none, 60.000000, 0.999675, 0.999936, 298, 0.913352751678, 90.7700640268, 0,0, 0.0234899328859, 3.75079865772, 13.7457711074, 0, 0,142.520134228, 51.7535018792, 0.00317852348993 ,0.494429530201, 5.00494966443, -0.799684026846, #DIV/0!, 30
foreman_plr1_6859, foreman_, 352x288,  I420, 98.1997140845, 3.17972, 41.078901, 0.993499, 0.996604, 298, 0.906967114094, 90.2274521477, 0,0, 0.0570469798658, 3.81443959732, 13.8905709732, 0, 0,142.906040268, 51.6901483557, 0.0031766442953 ,0.495906040268, 5.05606375839, -0.799023590604, #DIV/0!, 30
foreman_plr0.1_5462, foreman_, 352x288,  I420, 99.8815582189, none, 59.797370, 0.999580, 0.999853, 298, 0.912985268456, 90.7715300336, 0,0, 0.0234899328859, 3.75082550336, 13.7504666779, 0, 0,142.523489933, 51.753295604, 0.00317852348993 ,0.494463087248, 5.00621812081, -0.799719731544, #DIV/0!, 30
foreman_plr5_7128, foreman_, 352x288,  I420, 82.3091946674, 1.4083845, 31.566451, 0.951618, 0.947889, 298, 0.842880604027, 93.0088964765, 0,0, 3.18456375839, 3.62105033557, 15.35032, 0, 0,143.060402685, 51.622334094, 0.00372258389262 ,0.487516778523, 5.31876510067, -0.797238657718, #DIV/0!, 30
foreman_plr0.4_89, foreman_, 352x288,  I420, 99.6163007185, 3.623231875, 54.181539, 0.997979, 0.998515, 298, 0.910958624161, 90.789666745, 0,0, 0.0268456375839, 3.74551677852, 13.7723906376, 0, 0,142.523489933, 51.7488325839, 0.00319120805369 ,0.494597315436, 5.00258389262, -0.798871812081, #DIV/0!, 30
foreman_plr1_4374, foreman_, 352x288,  I420, 97.6007268814, 2.849285625, 41.773194, 0.992307, 0.995764, 298, 0.898493959732, 90.4037734228, 0,0, 0.0872483221477, 3.7655738255, 13.8696569463, 0, 0,142.530201342, 51.6949155034, 0.00313704697987 ,0.497348993289, 4.94969798658, -0.799121812081, #DIV/0!, 30
foreman_plr10_4374, foreman_, 352x288,  I420, 62.6914736701, 0.729568, 27.241522, 0.904849, 0.905392, 298, 0.819910167785, 90.8783536913, 0,0, 2.56040268456, 3.65561409396, 15.7368259396, 0, 0,144.090604027, 51.2926983557, 0.00408667785235 ,0.496040268456, 5.88911409396, -0.796711979866, #DIV/0!, 30
foreman_plr0.1_8552, foreman_, 352x288,  I420, 99.8810700261, none, 59.781091, 0.999573, 0.999889, 298, 0.913209530201, 90.7708764765, 0,0, 0.0234899328859, 3.75041275168, 13.7496184899, 0, 0,142.520134228, 51.7534394966, 0.00317798657718 ,0.494429530201, 5.00386577181, -0.79951442953, #DIV/0!, 30
foreman_plr0.4_4374, foreman_, 352x288,  I420, 98.4645641506, none, 50.799662, 0.996551, 0.997664, 298, 0.909417348993, 90.833804094, 0,0, 0.0201342281879, 3.74037248322, 13.8031495638, 0, 0,142.536912752, 51.7243880872, 0.00322469798658 ,0.493825503356, 4.94527852349, -0.799398422819, #DIV/0!, 30
foreman_plr3_8022, foreman_, 352x288,  I420, 87.7146576143, 0.90393275, 36.111258, 0.969921, 0.974874, 298, 0.875583355705, 90.8303188926, 0,0, 0.422818791946, 3.68620469799, 14.3211905034, 0, 0,142.469798658, 51.6111747651, 0.00336694630872 ,0.484731543624, 5.00000671141, -0.798550536913, #DIV/0!, 30
foreman_plr3_3652, foreman_, 352x288,  I420, 88.7952410545, 1.04430625, 35.042505, 0.973819, 0.981627, 298, 0.877931812081, 89.9511295973, 0,0, 0.224832214765, 3.78656040268, 14.354670906, 0, 0,142.275167785, 51.6391537584, 0.00331848993289 ,0.506275167785, 5.05243624161, -0.797970503356, #DIV/0!, 30
hall, hall_, 352x288,  I420, 98.2059757525, 4.747231875, 60.000000, 0.999809, 0.999982, 298, 0.999665604027, 128.347002617, 0,0, 0.0704697986577, 2.71837248322, 4.47835060403, 0, 0,147.61409396, 48.0310618456, 0.00183409395973 ,0.322281879195, 4.17224496644, -0.780817013423, #DIV/0!, 30
hall_plr0.4_522, hall_, 352x288,  I420, 96.1965606037, 3.337633125, 50.791948, 0.997654, 0.997070, 298, 0.992033422819, 128.096292013, 0,0, 0.0939597315436, 2.71927852349, 4.58439791946, 0, 0,147.617449664, 47.9721621141, 0.0018489261745 ,0.322013422819, 4.15716442953, -0.780790201342, #DIV/0!, 30
hall_plr0.4_7393, hall_, 352x288,  I420, 95.8422015293, 3.52922625, 48.041245, 0.997481, 0.998761, 298, 0.980910268456, 127.812570134, 0,0, 0.107382550336, 2.71339597315, 4.68963379195, 0, 0,147.61409396, 47.9516018456, 0.00183409395973 ,0.32211409396, 4.17024832215, -0.780915234899, #DIV/0!, 30
hall_plr3_1825, hall_, 352x288,  I420, 67.9668569502, 0.9898365, 30.775209, 0.956589, 0.955920, 298, 0.802156040268, 124.045566879, 0,0, 5.71476510067, 2.69208724832, 6.58281778523, 0, 0,147.399328859, 47.0512412752, 0.00235751677852 ,0.318187919463, 4.47888926174, -0.78079033557, #DIV/0!, 30
hall_plr1_8552, hall_, 352x288,  I420, 90.6106316312, 2.57315625, 41.668382, 0.991773, 0.991353, 298, 0.960913221477, 127.441224396, 0,0, 0.258389261745, 2.7083590604, 4.90967385906, 0, 0,147.734899329, 47.9947090268, 0.00194422818792 ,0.323422818792, 3.96418456376, -0.781022348993, #DIV/0!, 30
hall_plr5_3652, hall_, 352x288,  I420, 74.803780158, 1.195288625, 31.270551, 0.966026, 0.964758, 298, 0.856084932886, 125.189740805, 0,0, 2.21812080537, 2.71888926174, 6.25428983221, 0, 0,147.546979866, 47.9681705705, 0.00222083892617 ,0.334765100671, 4.23111409396, -0.78128114094, #DIV/0!, 30
hall_plr0.1_2081, hall_, 352x288,  I420, 97.8097326816, 4.196120625, 57.821748, 0.999096, 0.999260, 298, 0.997449731544, 128.366919799, 0,0, 0.0906040268456, 2.71711073826, 4.50394151007, 0, 0,147.573825503, 48.0312280201, 0.00184043624161 ,0.322684563758, 4.18034563758, -0.780933020134, #DIV/0!, 30
hall_plr10_8420, hall_, 352x288,  I420, 60.9412155323, 1.1371695, 27.385396, 0.944282, 0.944138, 298, 0.788007718121, 125.889158691, 0,0, 12.889261745, 2.66158389262, 7.40596208054, 0, 0,147.375838926, 46.7025202013, 0.00242651006711 ,0.324362416107, 4.80994630872, -0.780263758389, #DIV/0!, 30
hall_plr5_8253, hall_, 352x288,  I420, 73.7772643476, 1.653032125, 32.581423, 0.968066, 0.966510, 298, 0.896586006711, 126.060611879, 0,0, 0.879194630872, 2.68205369128, 5.77568701342, 0, 0,147.687919463, 47.5088887919, 0.0024683557047 ,0.326610738255, 4.02075503356, -0.780513590604, #DIV/0!, 30
hall_plr1_89, hall_, 352x288,  I420, 87.3305363475, 2.89023875, 35.877723, 0.983308, 0.987563, 298, 0.939868993289, 127.121788658, 0,0, 0.335570469799, 2.71322147651, 5.11481228188, 0, 0,147.681208054, 48.134787349, 0.00230473154362 ,0.330033557047, 4.28640604027, -0.781013422819, #DIV/0!, 30
hall_plr10_3693, hall_, 352x288,  I420, 55.8612315556, 1.08053645, 26.174675, 0.933633, 0.928163, 298, 0.746928691275, 124.667221711, 0,0, 3.69798657718, 2.70295302013, 7.83591228188, 0, 0,147.654362416, 47.5352542617, 0.00239600671141 ,0.325637583893, 4.92711073826, -0.780879563758, #DIV/0!, 30
hall_plr3_3176, hall_, 352x288,  I420, 62.1145072123, 1.5581375, 28.770728, 0.950098, 0.946638, 298, 0.743548590604, 123.145772114, 0,0, 9.05033557047, 2.63897651007, 7.29276137584, 0, 0,147, 45.9990675839, 0.00198248322148 ,0.326275167785, 4.38039261745, -0.780736711409, #DIV/0!, 30
hall_plr0.1_6644, hall_, 352x288,  I420, 97.9638056916, 4.669135625, 56.258252, 0.999531, 0.999905, 298, 1.00027573826, 128.338150503, 0,0, 0.0671140939597, 2.72105369128, 4.48476291946, 0, 0,147.587248322, 48.0282863423, 0.00184459731544 ,0.322348993289, 4.19777516779, -0.780790268456, #DIV/0!, 30
mobile_plr1_8022, mobile_, 352x288,  I420, 97.3392662551, 3.0140025, 40.603132, 0.986654, 0.993036, 298, 0.955305637584, 208.314589933, 0,0, 0.0872483221477, 2.4183557047, 22.174097953, 0, 0,117.218120805, 61.552922349, 0.00384963087248 ,2.15120805369, 6.65018456376, -0.819398791946, #DIV/0!, 30
mobile_plr0.1_8253, mobile_, 352x288,  I420, 99.9136319954, 4.49177375, 47.847289, 0.997327, 0.999116, 298, 0.957326308725, 208.833438624, 0,0, 0.0805369127517, 2.41715771812, 21.9934482215, 0, 0,117.140939597, 61.6321848658, 0.00376993288591 ,1.84318791946, 6.6395738255, -0.820978456376, #DIV/0!, 30
mobile_plr1_5462, mobile_, 352x288,  I420, 97.9642865375, 3.277866875, 39.921331, 0.988664, 0.994351, 298, 0.953754127517, 208.396438322, 0,0, 0.0872483221477, 2.41424161074, 22.1818986913, 0, 0,117.130872483, 61.5802209396, 0.00378120805369 ,1.56533557047, 6.4409295302, -0.819175671141, #DIV/0!, 30
mobile, mobile_, 352x288,  I420, 99.9913692861, 4.8155525, 60.000000, 0.999963, 0.999996, 298, 0.957642919463, 208.956945336, 0,0, 0.0771812080537, 2.41773489933, 21.9620695973, 0, 0,117.137583893, 61.6391238926, 0.00376932885906 ,1.88053691275, 6.61988590604, -0.821701375839, #DIV/0!, 30
mobile_plr3_5539, mobile_, 352x288,  I420, 85.0552917606, 1.328018625, 28.971487, 0.948667, 0.967570, 298, 0.942175436242, 205.70589698, 0,0, 0.0973154362416, 2.41812751678, 22.5404444295, 0, 0,117.177852349, 61.1720569799, 0.00372110738255 ,1.90016778523, 6.53508724832, -0.815230872483, #DIV/0!, 30
mobile_plr0.4_2081, mobile_, 352x288,  I420, 99.2749444243, 3.8913, 46.565930, 0.993404, 0.997279, 298, 0.956857248322, 208.825727919, 0,0, 0.0704697986577, 2.41759395973, 22.030769094, 0, 0,117.130872483, 61.6354826174, 0.00378516778523 ,1.8944295302, 6.58626510067, -0.819871812081, #DIV/0!, 30
mobile_plr10_167, mobile_, 352x288,  I420, 56.44392708, 0.96267055, 23.204358, 0.833584, 0.896277, 298, 0.915071577181, 200.417701409, 0,0, 0.157718120805, 2.41804026846, 24.1456127852, 0, 0,117.406040268, 60.1077140604, 0.00446862416107 ,2.24157718121, 5.92987583893, -0.80892114094, #DIV/0!, 30
mobile_plr0.1_8022, mobile_, 352x288,  I420, 99.8840048493, 4.468603125, 51.248519, 0.998487, 0.999409, 298, 0.957411744966, 208.907097483, 0,0, 0.0771812080537, 2.41776510067, 21.9814342617, 0, 0,117.130872483, 61.6367573154, 0.0037672147651 ,1.85630872483, 6.60727516779, -0.821415771812, #DIV/0!, 30
mobile_plr3_7128, mobile_, 352x288,  I420, 83.9468257906, 1.1547945, 29.143143, 0.940838, 0.958536, 298, 0.944335872483, 205.068196577, 0,0, 0.120805369128, 2.42853355705, 22.5719496309, 0, 0,116.748322148, 61.2265859732, 0.00384473154362 ,1.73546979866, 6.69653355705, -0.816525, #DIV/0!, 30
mobile_plr0.4_8043, mobile_, 352x288,  I420, 98.9337331557, 3.912851875, 52.037737, 0.994403, 0.997491, 298, 0.956259395973, 208.953609329, 0,0, 0.0771812080537, 2.41680201342, 22.0626544631, 0, 0,117.127516779, 61.6280199329, 0.00379422818792 ,1.87275167785, 6.62612751678, -0.820889194631, #DIV/0!, 30
mobile_plr10_2081, mobile_, 352x288,  I420, 56.9895463549, 1.271713625, 22.438587, 0.835471, 0.894199, 298, 0.918307684564, 200.58645906, 0,0, 0.258389261745, 2.43195302013, 24.2147174161, 0, 0,116.637583893, 60.2925197987, 0.00437708053691 ,2.83073825503, 6.50466778523, -0.805824328859, #DIV/0!, 30
mobile_plr5_7393, mobile_, 352x288,  I420, 73.8967013968, 1.715799375, 26.772223, 0.905123, 0.944765, 298, 0.938182919463, 204.504308289, 0,0, 0.261744966443, 2.41963087248, 23.0766726174, 0, 0,117.053691275, 60.8702637584, 0.0041217114094 ,2.3894295302, 6.01102348993, -0.812276845638, #DIV/0!, 30
mobile_plr5_1251, mobile_, 352x288,  I420, 74.9847970862, 1.771382625, 26.739276, 0.910187, 0.952220, 298, 0.935456711409, 205.144969698, 0,0, 0.177852348993, 2.41865771812, 23.2714964094, 0, 0,117.060402685, 61.0377963087, 0.00403922818792 ,3.4244295302, 6.50897651007, -0.810804228188, #DIV/0!, 30
mother_plr0.1_3176, mother_, 352x288,  I420, 97.6473432956, 3.5002375, 57.480066, 0.998860, 0.999325, 298, 0.886406342282, 57.6940415436, 0,0.0530841610738, 0.00335570469799, 3.60926510067, 3.01773587248, 0, 0,107.516778523, 35.6956250336, 0.000626979865772 ,0.308959731544, 3.07970134228, -0.784163825503, #DIV/0!, 30
mother_plr1_2081, mother_, 352x288,  I420, 93.9330214152, 2.417515625, 49.747069, 0.993706, 0.991948, 298, 0.879145973154, 57.4885967785, 0,0.0537322147651, 0, 3.59103691275, 3.17557419463, 0, 0,107.322147651, 35.7080433221, 0.000659060402685 ,0.308691275168, 3.22708389262, -0.783753288591, #DIV/0!, 30
mother_plr3_8253, mother_, 352x288,  I420, 92.6677038109, 1.53363125, 45.159853, 0.991862, 0.995389, 298, 0.873520838926, 57.403754698, 0,0.0537322147651, 0, 3.59298657718, 3.14960503356, 0, 0,107.167785235, 35.6798552349, 0.00063855704698 ,0.307919463087, 2.93824496644, -0.783539127517, #DIV/0!, 30
mother_plr5_8420, mother_, 352x288,  I420, 83.0541608771, 2.251950625, 39.090559, 0.978847, 0.983318, 298, 0.845925771812, 57.0984357718, 0,0.0541515436242, 0.271812080537, 3.56238590604, 3.4075002349, 0, 0,106.879194631, 35.4177642282, 0.00073567114094 ,0.306040268456, 3.43037919463, -0.782976879195, #DIV/0!, 30
mother_plr1_522, mother_, 352x288,  I420, 93.3822372667, 2.99607375, 48.820559, 0.992795, 0.994117, 298, 0.876306644295, 58.155519396, 0,0.0530841610738, 0.151006711409, 3.55398657718, 3.29262389262, 0, 0,107.191275168, 35.4488852685, 0.000760805369128 ,0.307986577181, 2.92960067114, -0.783958590604, #DIV/0!, 30
mother_plr0.1_522, mother_, 352x288,  I420, 97.338268771, 3.384776875, 56.111866, 0.998253, 0.997531, 298, 0.88403738255, 57.7029789262, 0,0.0530841610738, 0.00335570469799, 3.60839261745, 3.02234224832, 0, 0,107.473154362, 35.685832349, 0.000634932885906 ,0.308255033557, 3.17575838926, -0.78421738255, #DIV/0!, 30
mother, mother_, 352x288,  I420, 98.3403860711, 4.540816875, 60.000000, 0.999726, 0.999956, 298, 0.886765268456, 57.7206213423, 0,0.0530841610738, 0, 3.6102852349, 3.00772744966, 0, 0,107.587248322, 35.6981384228, 0.000626979865772 ,0.30889261745, 2.92432550336, -0.78421738255, #DIV/0!, 30
mother_plr10_1587, mother_, 352x288,  I420, 72.4476104388, 1.02749245, 35.291888, 0.958955, 0.958404, 298, 0.816593087248, 56.7518741275, 0,0.0537322147651, 0.41610738255, 3.50015100671, 3.78045369128, 0, 0,106.432885906, 35.3276987584, 0.00112738255034 ,0.30322147651, 3.50994630872, -0.781468624161, #DIV/0!, 30
mother_plr0.4_5435, mother_, 352x288,  I420, 95.0685708919, 2.554847375, 49.935906, 0.994736, 0.993639, 298, 0.881483590604, 57.7014706711, 0,0.0530841610738, 0.0201342281879, 3.59475167785, 3.12043503356, 0, 0,107.379194631, 35.6937898993, 0.000680067114094 ,0.308590604027, 3.2205704698, -0.784145973154, #DIV/0!, 30
mother_plr0.4_1587, mother_, 352x288,  I420, 96.1432994389, 3.08007625, 52.838547, 0.996628, 0.996951, 298, 0.882172114094, 57.6647463087, 0,0.0530841610738, 0.00335570469799, 3.60980536913, 3.05682036913, 0, 0,107.422818792, 35.7075836242, 0.000645805369128 ,0.309295302013, 2.81074832215, -0.783789060403, #DIV/0!, 30
mother_plr3_167, mother_, 352x288,  I420, 89.6246617431, 1.47040825, 43.893310, 0.986916, 0.990349, 298, 0.865258624161, 57.8606578859, 0,0.0530841610738, 0.187919463087, 3.54355704698, 3.45430432886, 0, 0,107.093959732, 35.5340393624, 0.000770134228188 ,0.306577181208, 2.97101677852, -0.783548154362, #DIV/0!, 30
mother_plr5_5452, mother_, 352x288,  I420, 75.8632739954, 1.882532125, 36.623678, 0.969717, 0.965773, 298, 0.859336711409, 55.6998102349, 0,0.0530841610738, 0.352348993289, 3.51245302013, 3.75204255034, 0, 0,106.72147651, 35.3707671141, 0.000685201342282 ,0.305402684564, 3.50477181208, -0.783896073826, #DIV/0!, 30
mother_plr10_8420, mother_, 352x288,  I420, 63.5564357464, 1.512140875, 31.651295, 0.945933, 0.944984, 298, 0.794081812081, 56.3997441275, 0,0.0555620134228, 1.21812080537, 3.44710402685, 4.28733852349, 0, 0,105.238255034, 34.5942384564, 0.00131610738255 ,0.300637583893, 3.5173557047, -0.781781040268, #DIV/0!, 30
news_plr0.1_2081, news_, 352x288,  I420, 98.4151933719, 4.79350375, 57.766642, 0.999727, 0.999932, 298, 0.965448255034, 134.421568087, 0,0, 1.13087248322, 2.86175503356, 6.65386677852, 0, 0,124.402684564, 51.4738689262, 0.00111134228188 ,0.323959731544, 83.8881912752, -0.779103456376, #DIV/0!, 30
news_plr10_8297, news_, 352x288,  I420, 66.3049474426, 1.304268875, 28.091168, 0.942402, 0.950781, 298, 0.824005134228, 128.250362114, 0,0, 4.11409395973, 2.84344630872, 8.40977681208, 0, 0,124.224832215, 50.615337651, 0.00162416107383 ,0.318959731544, 90.9805369128, -0.779451610738, #DIV/0!, 30
