Source_file,Ref_video,  Resolution, Color_encoding, Aggregate_vmaf, Subject_score, PSNR, SSIM, MS_SSIM, frame,blockiness, spatialactivity, letterbox, pillarbox, blockloss, blur, temporalact, blockout, freezing, exposure, contrast, brightness, interlace,noise,slice, flickering,fps
content_4_seq_7, cont_4_, 1920x1080, yuv422p, 68.0522185821, -1.469377285464831, 27.4259821856, 0.888240335364, 0.890947976932, 1798, 0.869831407119, 36.1008983593, 0,4.92380422692e-05, 5.50274123471, 14.373689099, 21.1943043437, 0, 0,126.497219132, 63.2123302002, 0.000248437152392 ,0.337424916574, #DIV/0!, -0.795187525028, #DIV/0!, 24
content_4_seq_2, cont_4_, 1920x1080, yuv422p, 63.5798738395, -1.604402241870645, 26.9802848127, 0.881784123885, 0.885240569063, 1798, 0.874888409344, 33.7997286374, 0,1.33259176863e-05, 6.45407599555, 15.6537452725, 21.0983136541, 0, 0,126.082869855, 63.0909939878, 0.000258253615128 ,0.354849833148, #DIV/0!, -0.794344104561, #DIV/0!, 24
content_4_seq_5, cont_4_, 1920x1080, yuv422p, 55.7591082561, -1.115410263906825, 28.4568701186, 0.920935801199, 0.916979706261, 2198, 0.83613366697, 37.6223393676, 0,3.27070063694e-05, 4.53499951774, 13.1955395814, 17.7488550682, 0, 0,126.636032757, 64.4443715287, 0.000394367606915 ,0.327493175614, #DIV/0!, -0.800719531392, #DIV/0!, 24
content_4_seq_1, cont_4_, 1920x1080, yuv422p, 58.531884959, -1.1208, , , , 2038, 0.846475348381, 37.5651563052, 0,5.15996074583e-05, 4.43903329244, 13.1320387635, 19.081575682, 0, 0,126.783120707, 63.0966306575, 0.00039266437684 ,0.330578999019, #DIV/0!, -0.799413626104, #DIV/0!, 24
content_4_seq_4, cont_4_, 1920x1080, yuv422p, 70.0888830208, -1.189559853557788, 27.9506945641, 0.901527855882, 0.901369671946, 1798, 0.864840111235, 37.0069857953, 0,9.55728587319e-05, 4.65703946607, 13.6660372636, 21.3777010957, 0, 0,126.908231368, 63.2994360512, 0.000266796440489 ,0.335233592881, #DIV/0!, -0.795174877642, #DIV/0!, 24
content_4, cont_4_, 1920x1080, yuv422p, 99.9980933214, none, , , , 1798, 0.974786129032, 67.0801092158, 0.0489223971079,0, 0.78313214683, 6.44284816463, 23.1110026085, 0, 0,129.725250278, 64.7534994271, 0.00215867074527 ,0.562052280311, #DIV/0!, -0.836313281424, #DIV/0!, 24
content_4_seq_6, cont_4_, 1920x1080, yuv422p, 55.4438611928, none, 28.0883334611, 0.910948177368, 0.909058368634, 2048, 0.849566201172, 37.0228551611, 0,4.2216796875e-05, 5.06544720703, 13.7621640625, 18.8976033691, 0, 0,126.603515625, 63.8934382471, 0.000363530273437 ,0.329013671875, #DIV/0!, -0.79976480957, #DIV/0!, 24
content_4_seq_0, cont_4_, 1920x1080, yuv422p, 88.1906888174, 0.8940815581115548, 30.8785025584, 0.96300129301, 0.954618135267, 1798, 0.902484115684, 44.1094060011, 5.15016685206e-06,4.98665183537e-05, 2.93151122914, 11.0834721913, 22.0097905506, 0, 0,127.872636263, 63.7562466352, 0.000215244716352 ,0.328186874305, #DIV/0!, -0.793550367075, #DIV/0!, 24
content_4_seq_3, cont_4_, 1920x1080, yuv422p, 56.8405611498, -1.304795083539888, 27.3553672289, 0.895164872414, 0.895640385458, 1918, 0.866754838373, 34.3627765537, 0,8.0385818561e-05, 6.14663724713, 15.2347982273, 19.8978754953, 0, 0,126.041710115, 62.8101101408, 0.000339468196038 ,0.352685088634, #DIV/0!, -0.794931016684, #DIV/0!, 24
content_5_seq_1, cont_5_, 1920x1080, yuv422p, 40.7815732627, -0.2556950512078894, 26.5783507306, 0.820351834322, 0.82800072253, 2008, 0.863647803785, 33.4504211006, 0,0, 15.1172807819, 12.1406364542, 13.034558511, 0, 0,122.267928287, 46.4753863297, 0.000438142430279 ,0.844835657371, 3.11170069721, -0.809724442231, #DIV/0!, 24
