model, model_parameter, features, r_2, database_size, coeffs, features_ranking
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'],0.447986339078,(683| 134),[0.02261189 0.01955162],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'SSIM'],0.423082570915,(683| 134),[ 0.09628768 -2.7033378 ],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['Aggregate_vmaf'| 'SSIM'],0.51295703271,(683| 134),[ 0.03947863 -3.87819576],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['Aggregate_vmaf'],0.418279712714,(683| 134),[0.02588484],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'],0.37786847477,(683| 134),[0.06946057],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['SSIM'],0.0884357299799,(683| 134),[2.21332782],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['MS_SSIM'],0.0724893823177,(683| 134),[1.9467115],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockiness'],0.0155990055714,(683| 134),[0.43113181],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockloss'],0.0936861524686,(683| 134),[-0.04905265],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blur'],0.0241243252375,(683| 134),[-0.0227114],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['exposure'],-0.00609964258621,(683| 134),[-0.00090242],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['contrast'],-0.00513127299709,(683| 134),[-0.00022095],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['brightness'],-0.00674567118603,(683| 134),[-0.04285916],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.76471023752,(683| 134),[ 4.90905068e-02  3.52971830e-02  6.32713591e-01 -6.32389601e+00  2.16806627e-01  1.89308940e-03 -1.57822250e+00 -2.49907471e-03 -6.40468342e-02  3.59495651e-04  4.97121059e+00  4.71696283e-03 -1.85465682e-04 -1.06057564e-01 -5.32141068e-03  7.43441765e-01 -1.14871307e+00  1.07202263e+00  1.63241950e-01 -8.29993275e-01 -3.43346973e-01],[11 12  1  1  2 17  3 16 10 18  1 14 19  6 15  7  5  4  9  8 13]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.758188625916,(683| 134),[ 5.00277966e-02  3.53770904e-02  8.79621165e-01 -6.88486173e+00  2.51093524e-01  1.65129535e-03 -1.80030680e+00 -2.25342969e-03 -7.46131938e-02  5.09711050e-04  5.10061737e+00  4.78320918e-03  2.42431087e-05 -1.02126127e-01 -4.17876736e-03  5.89977267e-01 -9.72171425e-01  1.08315784e+00 -5.74836832e-02 -6.43479995e-01],[11 12  1  1  2 16  3 15 10 17  1 13 18  6 14  7  5  4  9  8]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.102249213684,(683| 134),[ 8.03700360e-01 -1.89858554e-03 -4.60649648e+00 -5.54318871e-02 -6.90555061e-02  1.37395789e-04  6.29280392e+01  8.44641339e-04 -6.55216676e-03  4.55085183e-01 -1.05509578e-03  2.98682206e-01 -1.35690948e-02  5.64126691e-01 -1.07313370e+00  2.23893900e-01],[ 1 11  1  9  8 14  1 13 10  3 12  6  7  4  2  5]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.102745010532,(683| 134),[ 7.97446245e-01 -1.87398377e-03 -4.58974107e+00 -5.55177624e-02 -6.79187418e-02  1.00001364e-04  6.28610305e+01  8.43681886e-04 -6.55404350e-03  4.53197084e-01 -1.20983564e-03  3.10042428e-01 -2.86706494e-02  5.62064769e-01 -1.05170990e+00  2.08273347e-01 -2.70862727e-02],[ 1 12  6 10  8 15  1 14 11  2 13  5  9  3  1  7  4]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.100976433301,(683| 134),[ 8.03984165e-01 -2.01286011e-03 -4.77902303e+00 -5.50736949e-02 -7.47847271e-02 -9.67987751e-05  6.22928542e+01  8.33987365e-04 -6.22909028e-03  4.65795350e-01  2.52147888e-01  5.28165088e-02  5.38044078e-01 -1.14289860e+00  2.99890128e-01  1.10097362e-01],[ 1 12  6 10  8 14  1 13 11  2  5  9  3  1  7  4]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'],0.598312950187,(683| 134),[ 0.04337526  0.0287072   0.0338694  -4.83959845],[1 2 1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'duration'],0.606197895439,(683| 134),[ 0.04129688  0.02849891 -0.98485139 -2.56882064  0.0050048 ],[1 2 1 1 3]
