model, model_parameter, features, r_2, database_size, coeffs, features_ranking
,['PSNR'| 'Aggregate_vmaf'],0.34541678183,(704| 113),[0.02074094 0.02090359],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'SSIM'],0.482681812542,(704| 113),[ 0.09777205 -2.59022721],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['Aggregate_vmaf'| 'SSIM'],0.42128955333,(704| 113),[ 0.04016537 -3.9723768 ],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['Aggregate_vmaf'],0.292451512996,(704| 113),[0.02654791],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'],0.372409991263,(704| 113),[0.07198867],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['SSIM'],0.0102826301004,(704| 113),[2.44432524],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['MS_SSIM'],0.0111407251595,(704| 113),[2.21936807],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockiness'],0.00505578611773,(704| 113),[0.52871435],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockloss'],0.0909739289989,(704| 113),[-0.05383167],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blur'],0.00993078632755,(704| 113),[-0.02467918],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['exposure'],-0.0118089492766,(704| 113),[0.00111678],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['contrast'],-0.00606617285744,(704| 113),[0.00035249],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['brightness'],-0.00774242558999,(704| 113),[0.01121476],[1]
