model, model_parameter, features, r_2, database_size, coeffs, features_ranking
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'],0.522447498336,(663| 154),[0.02411335 0.01864467],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'SSIM'],0.480408423169,(663| 154),[ 0.0946557  -2.70505433],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['Aggregate_vmaf'| 'SSIM'],0.631251052728,(663| 154),[ 0.03837629 -3.7616272 ],[1 1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['Aggregate_vmaf'],0.508727337102,(663| 154),[0.02532534],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'],0.433713634053,(663| 154),[0.06805698],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['SSIM'],0.105906423193,(663| 154),[2.16480409],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['MS_SSIM'],0.080592747433,(663| 154),[1.91061251],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockiness'],0.0191811545553,(663| 154),[0.35078222],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blockloss'],0.0857968618857,(663| 154),[-0.04799316],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['blur'],0.0264958602324,(663| 154),[-0.02192161],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['exposure'],-0.00152575905555,(663| 154),[0.0003557],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['contrast'],-0.000640611859559,(663| 154),[0.00113858],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['brightness'],-0.0145531663874,(663| 154),[-0.10398196],[1]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'| 'one_res'],0.814089097166,(663| 154),[ 5.10880868e-02  3.40215954e-02  1.54167692e+00 -7.24647701e+00 -4.58197948e-02  4.08765581e-03  1.38949097e+00 -9.89535199e-03 -2.43625705e-02 -4.41915794e-04  3.73038946e+00  6.49154342e-03  5.22919735e-04 -8.79174100e-01 -7.65918519e-03  6.79812047e-01 -1.49669811e+00  9.56995175e-01  9.50732646e-01 -1.09084176e+00 -5.55112345e-01],[11 13  1  1  5 17  7 14 12 19  1 15 18  6 16  9  3 10  8  4  2]
LinearRegression,(copy_X=True| fit_intercept=True| n_jobs=None| normalize=False),['PSNR'| 'Aggregate_vmaf'| 'SSIM'| 'MS_SSIM'| 'blockiness'| 'spatialactivity'| 'pillarbox'| 'blockloss'| 'blur'| 'temporalact'| 'blockout'| 'exposure'| 'contrast'| 'brightness'| 'duration'| '1920x1080'| '352x288'| '3840x2160'| '640x480'| '704x576'],0.815329189624,(663| 154),[ 5.26384831e-02  3.38899708e-02  2.09529963e+00 -8.24356467e+00 -1.58808325e-02  3.80960955e-03  1.02588015e+00 -1.05921878e-02 -3.94900057e-02  7.09912201e-05  4.16186768e+00  6.60239757e-03  5.96297803e-04 -8.96653623e-01 -5.59548251e-03  4.21916064e-01 -1.20908276e+00  9.75058613e-01  6.07325159e-01 -7.95217072e-01],[ 9 12  1  1  2 16  4 13  8 18  1 14 17  5 15 11  6  3 10  7]
